,multi_sample_binning/S3.bam_cov
S4:k115_9807,0.0036897173977038563
S4:k115_7434,0.031176948538294273
S4:k115_1999,0.03141786294750714
S4:k115_8149,0.009440289397413159
S4:k115_6178,0.01762642156862745
S4:k115_3216,0.01137450542223038
S4:k115_8949,0.014269290398520262
S4:k115_9380,0.012402948466440274
S4:k115_8633,0.005942203389830508
S4:k115_3220,0.018919899888765294
S4:k115_2441,0.007098208820882088
S4:k115_5340,0.0619818309859155
S4:k115_7765,0.006360320707151291
S4:k115_6496,0.004777127910901113
S4:k115_6872,0.020473600144875044
S4:k115_3684,0.010943136624690446
S4:k115_8964,0.0059489606818806705
S4:k115_2677,0.005001307273848914
S4:k115_4090,0.005446983052808143
S4:k115_6515,0.02380619260918253
S4:k115_8181,0.002289660732843877
S4:k115_7788,0.007752335088262619
S4:k115_9412,0.01952930080116533
S4:k115_1226,0.0017810748781244864
S4:k115_3282,4.101166926727974
S4:k115_9004,0.018390851237643984
S4:k115_2026,0.01340785920328033
S4:k115_9433,0.018069773054179318
S4:k115_2698,0.016260890947968638
S4:k115_2047,0.004834331410592554
S4:k115_6549,0.007026680002461993
S4:k115_9451,0.005350670011328693
S4:k115_6954,0.002772873388323857
S4:k115_1628,0.012650875238911223
S4:k115_6963,0.021786259607173356
S4:k115_9864,0.007506891099662462
S4:k115_6606,0.011031421918658801
S4:k115_3688,0.006449105449006439
S4:k115_9047,0.007384561693161627
S4:k115_9463,0.032932284967922866
S4:k115_3693,0.018253109260360896
S4:k115_8253,0.002431101813702587
S4:k115_9052,0.048268864684369535
S4:k115_6971,0.006248030095759234
S4:k115_9481,0.019047433155080215
S4:k115_9876,0.0103235183017495
S4:k115_7000,1.8498111624349955
S4:k115_9889,0.0059567040673211774
S4:k115_9891,0.0024580165167379445
S4:k115_2837,0.01023872322075413
S4:k115_2859,0.008748260514495712
S5:k115_8675,0.02548065337763012
S5:k115_414,0.006168021083394217
S5:k115_2481,0.017610442314780685
S5:k115_1663,0.00784630822812364
S5:k115_2916,0.024894386698964984
S5:k115_9096,0.010164525386313466
S5:k115_829,0.006701141639033633
S5:k115_3739,0.007213143189755529
S5:k115_430,0.008220180623973727
S5:k115_4974,0.018900675241157554
S5:k115_4148,0.008146144823377856
S5:k115_9518,0.5356317616580311
S5:k115_438,0.3707803383729302
S5:k115_4583,0.01970914040114613
S5:k115_8308,0.007413751233958539
S5:k115_2939,0.018979394739415272
S5:k115_4157,0.018183045995496944
S5:k115_1298,0.0241984150222788
S5:k115_6632,0.01384849464180238
S5:k115_6202,0.004989607322394005
S5:k115_1697,0.012649821029082773
S5:k115_459,0.024625384615384615
S5:k115_2513,0.007560574603476113
S5:k115_4987,0.003660815656915754
S5:k115_8345,0.21542318477251626
S5:k115_2127,0.028210098087297696
S5:k115_141,0.012061349227141733
S5:k115_4607,0.0056604657219794284
S5:k115_5821,0.020517367461643628
S5:k115_6233,0.32044399638336346
S5:k115_8349,0.02923337870296237
S5:k115_7912,0.018458319433914582
S5:k115_1325,0.013412911288107662
S5:k115_5014,0.05297410014170997
S5:k115_7058,0.005612705211510409
S5:k115_3754,0.003226721019863623
S5:k115_9590,0.005813317983977795
S5:k115_888,0.006992703395259449
S5:k115_2561,0.011551966184063987
S5:k115_7564,0.03209191126279864
S5:k115_6263,0.009682173243173843
S5:k115_5496,0.204480352355846
S5:k115_9606,0.019877549668874173
S5:k115_7065,0.07416325756723303
S5:k115_8749,0.013989275686733771
S5:k115_505,0.010565601014646918
S5:k115_6271,0.00649596321393998
S5:k115_223,0.03890283179559972
S5:k115_3043,1e-05
S5:k115_4676,0.008797632221318144
S5:k115_7091,0.01939746838999719
S5:k115_3047,1.406312286670385
S5:k115_7608,0.36343136381553015
S5:k115_8440,0.33932623931623934
S5:k115_3786,0.003025941404566997
S5:k115_919,0.004551470799139511
S5:k115_9277,0.035048759689922486
S5:k115_5073,0.00949081264108352
S5:k115_930,0.13568010309278353
S5:k115_9656,1.1326204476518427
S5:k115_6692,0.014173315264906452
S5:k115_268,0.11174408089707649
S5:k115_4716,0.042180451194337956
S5:k115_5508,0.00812699671121685
S5:k115_3069,0.029315354558610708
S5:k115_8807,0.007960673373357131
S5:k115_8475,0.023407435897435897
S5:k115_287,0.018813865238965787
S5:k115_583,0.018616169414068875
S5:k115_4743,0.005390266277585263
S5:k115_1366,0.005710462768195204
S5:k115_588,0.010644762379528081
S5:k115_6731,0.24447104057754543
S5:k115_7672,0.026903594907106664
S5:k115_3479,0.016664462156630803
S5:k115_7165,0.011614025467241733
S5:k115_3846,0.007501715891081976
S5:k115_1747,0.01728793265779677
S5:k115_7953,0.003322931663765512
S5:k115_6343,0.00848457627118644
S5:k115_8501,0.014044223808937583
S5:k115_4771,0.01093536527576675
S5:k115_3114,0.03733809430255403
S5:k115_960,0.004447320405809566
S5:k115_2268,0.012863470437017995
S5:k115_8505,0.0025280211316283203
S5:k115_5992,0.009581404370658986
S5:k115_1777,0.013718931050439611
S5:k115_5172,0.008326733067729084
S5:k115_363,0.6462720474081791
S5:k115_5587,0.02548953048955053
S5:k115_8515,0.027302315058654537
S5:k115_9349,0.013825971262779773
S5:k115_3485,0.006353215118869754
S5:k115_6359,0.006267890980951858
S5:k115_8516,0.06120162640901772
S5:k115_2566,0.006643822360112876
S5:k115_6753,0.012185568694257942
S5:k115_7245,0.011581841851494697
S5:k115_8534,0.004312231782737295
S5:k115_4807,0.008673768887311866
S5:k115_9693,0.0169215519403273
S5:k115_1399,0.002261346787810565
S5:k115_4372,0.004902661008487269
S5:k115_3924,0.020185438596491228
S5:k115_1407,0.031904934333958725
S5:k115_1070,0.030573002680965147
S5:k115_4399,0.44619438464931627
S5:k115_682,0.00870164795947735
S5:k115_3150,0.01030810298102981
S5:k115_6065,0.01320448936032598
S5:k115_8929,0.007513971079585912
S5:k115_2569,0.013126981526482192
S5:k115_4402,0.00647746863277713
S5:k115_8065,0.013072073748699571
S5:k115_2576,0.02305453800132949
S5:k115_9751,0.00907683784000642
S5:k115_7339,0.01838270341207349
S5:k115_7686,0.01016600183531571
S5:k115_1105,0.012407718819737169
S5:k115_6420,0.009003816750983698
S5:k115_9758,0.01832145681413061
S5:k115_6776,0.0025350274782402044
S5:k115_7690,0.026644958382877525
S5:k115_3171,0.003979359331476323
S5:k115_6078,0.008166764322602441
S5:k115_2371,0.006274731422900384
S5:k115_5675,0.0025433646739272376
S5:k115_4035,0.011767902852737086
S5:k115_3177,0.008272201794703437
S5:k115_1113,0.05827246839806941
S5:k115_6786,0.027296257648420703
S5:k115_9359,0.00938582580201892
S5:k115_5215,0.010228528778085564
S5:k115_8106,0.02451783447167537
S5:k115_8535,0.014034099666417046
S5:k115_5702,0.034206167998984904
S5:k115_4418,0.009906655774612654
S5:k115_6443,0.002648615254714326
S5:k115_2389,0.004004393833216538
S5:k115_9775,0.1828184419677753
S5:k115_2637,1e-05
S5:k115_1132,0.01701230290558087
S5:k115_7738,0.007315370685652375
S5:k115_1541,0.006127455138662316
S5:k115_7382,0.03942187236898298
S5:k115_1923,0.018826471229888193
S5:k115_8140,0.023411826484018263
S5:k115_3648,0.014151530156633597
S5:k115_2432,0.010191298562114853
S5:k115_6161,0.0044645910128626315
S5:k115_8144,0.0629670747217806
S5:k115_8943,0.06115104509481451
S5:k115_4442,0.0034234802527173098
S5:k115_5716,0.008566339816178338
S5:k115_4083,0.005671358340875392
S5:k115_2657,0.002639872469198069
S5:k115_1191,0.018900719384953323
S5:k115_6474,0.007769852971206861
S5:k115_2437,0.04665930144447076
S5:k115_9807,0.0027575223236188796
S5:k115_7434,0.012573421116211646
S5:k115_1999,0.024828800790687458
S5:k115_8149,0.002735267119435913
S5:k115_6178,0.025898480392156864
S5:k115_3216,0.005990513620581532
S5:k115_8949,0.0027004321506642003
S5:k115_9380,0.007857063439449082
S5:k115_6844,0.0032131294291059586
S5:k115_8633,0.020227917675544795
S5:k115_3220,0.009464949944382647
S5:k115_2441,0.014898988898889888
S5:k115_5340,0.021069691482226694
S5:k115_7765,0.0015417356479560903
S5:k115_6496,0.0075614681066486665
S5:k115_5774,0.018469706232631996
S5:k115_3684,0.015527150534801623
S5:k115_8964,0.0027870140225460544
S5:k115_2677,0.008674685098984914
S5:k115_9407,0.00690391037916507
S5:k115_4090,0.013062615343089055
S5:k115_6515,0.0067289249720044785
S5:k115_7788,0.030437376896872096
S5:k115_1226,0.004574625974547645
S5:k115_3282,4.496895197270839
S5:k115_1237,0.017974071856287424
S5:k115_9004,0.004584789641369168
S5:k115_2026,0.006804288030133263
S5:k115_9859,0.01814886779718215
S5:k115_9451,0.005188831526136915
S5:k115_6954,0.015986615680307518
S5:k115_8247,0.025799733464955576
S5:k115_1628,0.009355548012917683
S5:k115_9864,0.009354466157399183
S5:k115_3688,0.005341302361005331
S5:k115_9047,0.010199159866031416
S5:k115_9463,0.03281703776266759
S5:k115_8253,0.002261199932039247
S5:k115_8254,0.021353873517786563
S5:k115_9052,0.04930241532835109
S5:k115_6971,0.015550355677154582
S5:k115_9481,0.013699839572192512
S5:k115_9876,0.006811860229681419
S5:k115_9486,0.0028911524609843936
S5:k115_9878,0.01409645214749344
S5:k115_7000,1.401050073416947
S5:k115_2821,0.02177022176022176
S5:k115_9889,0.006068906030855539
S5:k115_9891,0.0050535039079781735
S5:k115_2837,0.01073894745920585
S1:k115_1656,1e-05
S1:k115_8675,1e-05
S1:k115_6198,1e-05
S1:k115_828,1e-05
S1:k115_1658,1e-05
S1:k115_2074,1e-05
S1:k115_9501,1e-05
S1:k115_7445,1e-05
S1:k115_4141,1e-05
S1:k115_4562,1e-05
S1:k115_1250,1e-05
S1:k115_7861,1e-05
S1:k115_5802,1e-05
S1:k115_4957,1e-05
S1:k115_9509,1e-05
S1:k115_7447,1e-05
S1:k115_1663,1e-05
S1:k115_2916,1e-05
S1:k115_1665,1e-05
S1:k115_8709,1e-05
S1:k115_829,1e-05
S1:k115_3739,1e-05
S1:k115_1267,1e-05
S1:k115_9510,1e-05
S1:k115_437,1e-05
S1:k115_6620,1e-05
S1:k115_842,1e-05
S1:k115_6623,1e-05
S1:k115_843,1e-05
S1:k115_3318,1e-05
S1:k115_5431,1e-05
S1:k115_4583,1e-05
S1:k115_5432,1e-05
S1:k115_7868,1e-05
S1:k115_8308,1e-05
S1:k115_2939,1e-05
S1:k115_4157,1e-05
S1:k115_9127,1e-05
S1:k115_1695,1e-05
S1:k115_7043,1e-05
S1:k115_9525,1e-05
S1:k115_1298,1e-05
S1:k115_860,1e-05
S1:k115_9526,1e-05
S1:k115_4169,1e-05
S1:k115_8325,1e-05
S1:k115_459,1e-05
S1:k115_4173,1e-05
S1:k115_7887,1e-05
S1:k115_871,1e-05
S1:k115_2515,1e-05
S1:k115_6636,1e-05
S1:k115_1319,1e-05
S1:k115_7500,1e-05
S1:k115_2123,1e-05
S1:k115_5000,1e-05
S1:k115_6222,1e-05
S1:k115_9154,1e-05
S1:k115_9544,1e-05
S1:k115_2520,1e-05
S1:k115_5001,1e-05
S1:k115_3362,1e-05
S1:k115_2974,1e-05
S1:k115_1716,1e-05
S1:k115_7903,1e-05
S1:k115_141,1e-05
S1:k115_4607,1e-05
S1:k115_2530,1e-05
S1:k115_2979,1e-05
S1:k115_2137,1e-05
S1:k115_2535,1e-05
S1:k115_2988,1e-05
S1:k115_6672,1e-05
S1:k115_1329,1e-05
S1:k115_9191,1e-05
S1:k115_2547,1e-05
S1:k115_8369,1e-05
S1:k115_2152,1e-05
S1:k115_3003,1e-05
S1:k115_4187,1e-05
S1:k115_6682,1e-05
S1:k115_6251,1e-05
S1:k115_7560,1e-05
S1:k115_2160,1e-05
S1:k115_490,1e-05
S1:k115_5023,1e-05
S1:k115_6683,1e-05
S1:k115_9212,1e-05
S1:k115_198,1e-05
S1:k115_4206,1e-05
S1:k115_4654,1e-05
S1:k115_492,1e-05
S1:k115_3027,1e-05
S1:k115_3438,1e-05
S1:k115_891,1e-05
S1:k115_8408,1e-05
S1:k115_3443,1e-05
S1:k115_5499,1e-05
S1:k115_1334,1e-05
S1:k115_7575,1e-05
S1:k115_5035,1e-05
S1:k115_3036,1e-05
S1:k115_4227,1e-05
S1:k115_216,1e-05
S1:k115_7070,1e-05
S1:k115_5036,1e-05
S1:k115_8755,1e-05
S1:k115_1735,1e-05
S1:k115_3039,1e-05
S1:k115_3462,1e-05
S1:k115_223,1e-05
S1:k115_4239,1e-05
S1:k115_9261,1e-05
S1:k115_3043,1e-05
S1:k115_1742,1e-05
S1:k115_7927,1e-05
S1:k115_5055,1e-05
S1:k115_5882,1e-05
S1:k115_7091,1e-05
S1:k115_2227,1e-05
S1:k115_3478,1e-05
S1:k115_9648,1e-05
S1:k115_6285,1e-05
S1:k115_9274,1e-05
S1:k115_524,1e-05
S1:k115_919,1e-05
S1:k115_5885,1e-05
S1:k115_251,1e-05
S1:k115_8441,1e-05
S1:k115_7096,1e-05
S1:k115_3794,1e-05
S1:k115_4700,1e-05
S1:k115_3058,1e-05
S1:k115_9279,1e-05
S1:k115_264,1e-05
S1:k115_4257,1e-05
S1:k115_3061,1e-05
S1:k115_7644,1e-05
S1:k115_3801,1e-05
S1:k115_8802,1e-05
S1:k115_948,1e-05
S1:k115_9284,1e-05
S1:k115_8463,1e-05
S1:k115_5908,1e-05
S1:k115_7651,1e-05
S1:k115_3808,1e-05
S1:k115_3069,1e-05
S1:k115_7654,1e-05
S1:k115_278,1e-05
S1:k115_8473,1e-05
S1:k115_9671,1e-05
S1:k115_2232,1e-05
S1:k115_7134,1e-05
S1:k115_7942,1e-05
S1:k115_9676,1e-05
S1:k115_5932,1e-05
S1:k115_4282,1e-05
S1:k115_7661,1e-05
S1:k115_8825,1e-05
S1:k115_6715,1e-05
S1:k115_3829,1e-05
S1:k115_9680,1e-05
S1:k115_5940,1e-05
S1:k115_9298,1e-05
S1:k115_7669,1e-05
S1:k115_8835,1e-05
S1:k115_6719,1e-05
S1:k115_5129,1e-05
S1:k115_4294,1e-05
S1:k115_5545,1e-05
S1:k115_8494,1e-05
S1:k115_5947,1e-05
S1:k115_588,1e-05
S1:k115_3080,1e-05
S1:k115_4298,1e-05
S1:k115_1382,1e-05
S1:k115_7165,1e-05
S1:k115_3846,1e-05
S1:k115_9691,1e-05
S1:k115_300,1e-05
S1:k115_7953,1e-05
S1:k115_5961,1e-05
S1:k115_8501,1e-05
S1:k115_608,1e-05
S1:k115_7681,1e-05
S1:k115_1392,1e-05
S1:k115_9303,1e-05
S1:k115_3094,1e-05
S1:k115_610,1e-05
S1:k115_3856,1e-05
S1:k115_7201,1e-05
S1:k115_3857,1e-05
S1:k115_4777,1e-05
S1:k115_5563,1e-05
S1:k115_9317,1e-05
S1:k115_6356,1e-05
S1:k115_2268,1e-05
S1:k115_9323,1e-05
S1:k115_343,1e-05
S1:k115_7966,1e-05
S1:k115_5574,1e-05
S1:k115_3115,1e-05
S1:k115_4335,1e-05
S1:k115_6744,1e-05
S1:k115_3877,1e-05
S1:k115_8505,1e-05
S1:k115_8910,1e-05
S1:k115_5997,1e-05
S1:k115_2289,1e-05
S1:k115_4345,1e-05
S1:k115_7219,1e-05
S1:k115_5587,1e-05
S1:k115_8515,1e-05
S1:k115_646,1e-05
S1:k115_5177,1e-05
S1:k115_9349,1e-05
S1:k115_8516,1e-05
S1:k115_3120,1e-05
S1:k115_1779,1e-05
S1:k115_7220,1e-05
S1:k115_5179,1e-05
S1:k115_6004,1e-05
S1:k115_373,1e-05
S1:k115_5591,1e-05
S1:k115_6360,1e-05
S1:k115_1789,1e-05
S1:k115_3121,1e-05
S1:k115_383,1e-05
S1:k115_1790,1e-05
S1:k115_3897,1e-05
S1:k115_2568,1e-05
S1:k115_6362,1e-05
S1:k115_8014,1e-05
S1:k115_7245,1e-05
S1:k115_6034,1e-05
S1:k115_3122,1e-05
S1:k115_5606,1e-05
S1:k115_8021,1e-05
S1:k115_3522,1e-05
S1:k115_402,1e-05
S1:k115_3124,1e-05
S1:k115_1044,1e-05
S1:k115_4808,1e-05
S1:k115_6382,1e-05
S1:k115_404,1e-05
S1:k115_5619,1e-05
S1:k115_3128,1e-05
S1:k115_8040,1e-05
S1:k115_6053,1e-05
S1:k115_1807,1e-05
S1:k115_2359,1e-05
S1:k115_6754,1e-05
S1:k115_1070,1e-05
S1:k115_5195,1e-05
S1:k115_1418,1e-05
S1:k115_5649,1e-05
S1:k115_6768,1e-05
S1:k115_3571,1e-05
S1:k115_5201,1e-05
S1:k115_7287,1e-05
S1:k115_1076,1e-05
S1:k115_6067,1e-05
S1:k115_5203,1e-05
S1:k115_5654,1e-05
S1:k115_1819,1e-05
S1:k115_9743,1e-05
S1:k115_6395,1e-05
S1:k115_1440,1e-05
S1:k115_3959,1e-05
S1:k115_1821,1e-05
S1:k115_4887,1e-05
S1:k115_4411,1e-05
S1:k115_2576,1e-05
S1:k115_3602,1e-05
S1:k115_3976,1e-05
S1:k115_4893,1e-05
S1:k115_724,1e-05
S1:k115_1091,1e-05
S1:k115_6076,1e-05
S1:k115_1467,1e-05
S1:k115_7339,1e-05
S1:k115_1845,1e-05
S1:k115_1105,1e-05
S1:k115_2591,1e-05
S1:k115_4907,1e-05
S1:k115_9758,1e-05
S1:k115_6776,1e-05
S1:k115_3637,1e-05
S1:k115_6078,1e-05
S1:k115_8074,1e-05
S1:k115_1490,1e-05
S1:k115_9768,1e-05
S1:k115_2619,1e-05
S1:k115_6777,1e-05
S1:k115_1502,1e-05
S1:k115_6440,1e-05
S1:k115_7727,1e-05
S1:k115_3177,1e-05
S1:k115_7380,1e-05
S1:k115_5690,1e-05
S1:k115_788,1e-05
S1:k115_4909,1e-05
S1:k115_6123,1e-05
S1:k115_6797,1e-05
S1:k115_3193,1e-05
S1:k115_9360,1e-05
S1:k115_1887,1e-05
S1:k115_797,1e-05
S1:k115_6134,1e-05
S1:k115_1539,1e-05
S1:k115_4924,1e-05
S1:k115_1905,1e-05
S1:k115_8542,1e-05
S1:k115_6443,1e-05
S1:k115_1910,1e-05
S1:k115_2637,1e-05
S1:k115_8548,1e-05
S1:k115_5714,1e-05
S1:k115_4937,1e-05
S1:k115_800,1e-05
S1:k115_5243,1e-05
S1:k115_1923,1e-05
S1:k115_4939,1e-05
S1:k115_2639,1e-05
S1:k115_8140,1e-05
S1:k115_6465,1e-05
S1:k115_6815,1e-05
S1:k115_1134,1e-05
S1:k115_1940,1e-05
S1:k115_7403,1e-05
S1:k115_8561,1e-05
S1:k115_4956,1e-05
S1:k115_6823,1e-05
S1:k115_2432,1e-05
S1:k115_7407,1e-05
S1:k115_9805,1e-05
S1:k115_5259,1e-05
S1:k115_8567,1e-05
S1:k115_1551,1e-05
S1:k115_2436,1e-05
S1:k115_7743,1e-05
S1:k115_5264,1e-05
S1:k115_1565,1e-05
S1:k115_6174,1e-05
S1:k115_3668,1e-05
S1:k115_7429,1e-05
S1:k115_8582,1e-05
S1:k115_1571,1e-05
S1:k115_9807,1e-05
S1:k115_3680,1e-05
S1:k115_5295,1e-05
S1:k115_6482,1e-05
S1:k115_4464,1e-05
S1:k115_3217,1e-05
S1:k115_1589,1e-05
S1:k115_5726,1e-05
S1:k115_4477,1e-05
S1:k115_1594,1e-05
S1:k115_5317,1e-05
S1:k115_9839,1e-05
S1:k115_4481,1e-05
S1:k115_3219,1e-05
S1:k115_8633,1e-05
S1:k115_2024,1e-05
S1:k115_6190,1e-05
S1:k115_3220,1e-05
S1:k115_4494,1e-05
S1:k115_6194,1e-05
S1:k115_1609,1e-05
S1:k115_9844,1e-05
S1:k115_6872,1e-05
S1:k115_9397,1e-05
S1:k115_9846,1e-05
S1:k115_2455,1e-05
S1:k115_5774,1e-05
S1:k115_4512,1e-05
S1:k115_1625,1e-05
S1:k115_3687,1e-05
S1:k115_9407,1e-05
S1:k115_8181,1e-05
S1:k115_9858,1e-05
S1:k115_6518,1e-05
S1:k115_9412,1e-05
S1:k115_4120,1e-05
S1:k115_6531,1e-05
S1:k115_3286,1e-05
S1:k115_2697,1e-05
S1:k115_6924,1e-05
S1:k115_6929,1e-05
S1:k115_9433,1e-05
S1:k115_3296,1e-05
S1:k115_6935,1e-05
S1:k115_7822,1e-05
S1:k115_2047,1e-05
S1:k115_8235,1e-05
S1:k115_6570,1e-05
S1:k115_6572,1e-05
S1:k115_6573,1e-05
S1:k115_9451,1e-05
S1:k115_2744,1e-05
S1:k115_6580,1e-05
S1:k115_6583,1e-05
S1:k115_8249,1e-05
S1:k115_6963,1e-05
S1:k115_6606,1e-05
S1:k115_3693,1e-05
S1:k115_8253,1e-05
S1:k115_8254,1e-05
S1:k115_9469,1e-05
S1:k115_1637,1e-05
S1:k115_2799,1e-05
S1:k115_6988,1e-05
S1:k115_9486,1e-05
S1:k115_9878,1e-05
S1:k115_9495,1e-05
S1:k115_9889,1e-05
S1:k115_9899,1e-05
S1:k115_2859,1e-05
S2:k115_1656,1e-05
S2:k115_6198,1e-05
S2:k115_828,1e-05
S2:k115_1658,1e-05
S2:k115_2074,1e-05
S2:k115_9501,1e-05
S2:k115_7445,1e-05
S2:k115_4141,1e-05
S2:k115_4562,1e-05
S2:k115_7861,1e-05
S2:k115_5802,1e-05
S2:k115_2481,1e-05
S2:k115_9509,1e-05
S2:k115_7447,1e-05
S2:k115_2916,1e-05
S2:k115_9096,1e-05
S2:k115_1665,1e-05
S2:k115_8709,1e-05
S2:k115_3739,1e-05
S2:k115_1267,1e-05
S2:k115_437,1e-05
S2:k115_1275,1e-05
S2:k115_6620,1e-05
S2:k115_842,1e-05
S2:k115_843,1e-05
S2:k115_3318,1e-05
S2:k115_4583,1e-05
S2:k115_7868,1e-05
S2:k115_9524,1e-05
S2:k115_8308,1e-05
S2:k115_9127,1e-05
S2:k115_1695,1e-05
S2:k115_7043,1e-05
S2:k115_9525,1e-05
S2:k115_1298,1e-05
S2:k115_860,1e-05
S2:k115_9526,1e-05
S2:k115_4169,1e-05
S2:k115_8325,1e-05
S2:k115_6632,1e-05
S2:k115_1697,1e-05
S2:k115_4173,1e-05
S2:k115_7887,1e-05
S2:k115_7493,1e-05
S2:k115_871,1e-05
S2:k115_2515,1e-05
S2:k115_6636,1e-05
S2:k115_1319,1e-05
S2:k115_7500,1e-05
S2:k115_7046,1e-05
S2:k115_2123,1e-05
S2:k115_5000,1e-05
S2:k115_6222,1e-05
S2:k115_9154,1e-05
S2:k115_9544,1e-05
S2:k115_3361,1e-05
S2:k115_2520,1e-05
S2:k115_5001,1e-05
S2:k115_3362,1e-05
S2:k115_2974,1e-05
S2:k115_1716,1e-05
S2:k115_7903,1e-05
S2:k115_4607,1e-05
S2:k115_887,1e-05
S2:k115_2530,1e-05
S2:k115_2979,1e-05
S2:k115_2137,1e-05
S2:k115_2535,1e-05
S2:k115_7912,1e-05
S2:k115_2988,1e-05
S2:k115_6672,1e-05
S2:k115_1329,1e-05
S2:k115_9191,1e-05
S2:k115_5828,1e-05
S2:k115_2547,1e-05
S2:k115_8369,1e-05
S2:k115_2152,1e-05
S2:k115_3003,1e-05
S2:k115_6682,1e-05
S2:k115_6251,1e-05
S2:k115_7560,1e-05
S2:k115_2160,1e-05
S2:k115_490,1e-05
S2:k115_5023,1e-05
S2:k115_6683,1e-05
S2:k115_9590,1e-05
S2:k115_198,1e-05
S2:k115_4206,1e-05
S2:k115_492,1e-05
S2:k115_3027,1e-05
S2:k115_3438,1e-05
S2:k115_891,1e-05
S2:k115_9606,1e-05
S2:k115_8408,1e-05
S2:k115_3443,1e-05
S2:k115_5499,1e-05
S2:k115_1334,1e-05
S2:k115_7575,1e-05
S2:k115_3036,1e-05
S2:k115_4227,1e-05
S2:k115_216,1e-05
S2:k115_7070,1e-05
S2:k115_5036,1e-05
S2:k115_8755,1e-05
S2:k115_505,1e-05
S2:k115_1735,1e-05
S2:k115_3039,1e-05
S2:k115_3462,1e-05
S2:k115_4239,1e-05
S2:k115_9261,1e-05
S2:k115_3043,1e-05
S2:k115_1742,1e-05
S2:k115_5055,1e-05
S2:k115_5882,1e-05
S2:k115_7091,1e-05
S2:k115_2227,1e-05
S2:k115_3478,1e-05
S2:k115_9648,1e-05
S2:k115_6285,1e-05
S2:k115_524,1e-05
S2:k115_5885,1e-05
S2:k115_251,1e-05
S2:k115_8441,1e-05
S2:k115_7096,1e-05
S2:k115_3794,1e-05
S2:k115_3058,1e-05
S2:k115_9279,1e-05
S2:k115_264,1e-05
S2:k115_3061,1e-05
S2:k115_7644,1e-05
S2:k115_3801,1e-05
S2:k115_8802,1e-05
S2:k115_948,1e-05
S2:k115_8463,1e-05
S2:k115_5908,1e-05
S2:k115_7651,1e-05
S2:k115_3808,1e-05
S2:k115_3069,1e-05
S2:k115_7654,1e-05
S2:k115_278,1e-05
S2:k115_8473,1e-05
S2:k115_9671,1e-05
S2:k115_7942,1e-05
S2:k115_9676,1e-05
S2:k115_5932,1e-05
S2:k115_4282,1e-05
S2:k115_287,1e-05
S2:k115_7661,1e-05
S2:k115_8825,1e-05
S2:k115_6715,1e-05
S2:k115_9680,1e-05
S2:k115_5940,1e-05
S2:k115_7669,1e-05
S2:k115_8835,1e-05
S2:k115_5129,1e-05
S2:k115_4294,1e-05
S2:k115_5545,1e-05
S2:k115_8494,1e-05
S2:k115_5947,1e-05
S2:k115_588,1e-05
S2:k115_3080,1e-05
S2:k115_299,1e-05
S2:k115_4298,1e-05
S2:k115_1382,1e-05
S2:k115_7672,1e-05
S2:k115_7165,1e-05
S2:k115_3846,1e-05
S2:k115_300,1e-05
S2:k115_3083,1e-05
S2:k115_5961,1e-05
S2:k115_8501,1e-05
S2:k115_608,1e-05
S2:k115_7681,1e-05
S2:k115_1392,1e-05
S2:k115_9303,1e-05
S2:k115_2250,1e-05
S2:k115_3094,1e-05
S2:k115_610,1e-05
S2:k115_3856,1e-05
S2:k115_7201,1e-05
S2:k115_3857,1e-05
S2:k115_4777,1e-05
S2:k115_5563,1e-05
S2:k115_9317,1e-05
S2:k115_2268,1e-05
S2:k115_9323,1e-05
S2:k115_343,1e-05
S2:k115_7966,1e-05
S2:k115_5574,1e-05
S2:k115_3115,1e-05
S2:k115_4335,1e-05
S2:k115_6744,1e-05
S2:k115_3877,1e-05
S2:k115_8505,1e-05
S2:k115_5992,1e-05
S2:k115_1777,1e-05
S2:k115_8910,1e-05
S2:k115_5172,1e-05
S2:k115_5997,1e-05
S2:k115_2289,1e-05
S2:k115_4345,1e-05
S2:k115_7219,1e-05
S2:k115_5587,1e-05
S2:k115_8515,1e-05
S2:k115_646,1e-05
S2:k115_5177,1e-05
S2:k115_3485,1e-05
S2:k115_8516,1e-05
S2:k115_1779,1e-05
S2:k115_7220,1e-05
S2:k115_5179,1e-05
S2:k115_6004,1e-05
S2:k115_373,1e-05
S2:k115_5591,1e-05
S2:k115_6360,1e-05
S2:k115_1789,1e-05
S2:k115_3121,1e-05
S2:k115_383,1e-05
S2:k115_1790,1e-05
S2:k115_3897,1e-05
S2:k115_2568,1e-05
S2:k115_6362,1e-05
S2:k115_8014,1e-05
S2:k115_7245,1e-05
S2:k115_6034,1e-05
S2:k115_3122,1e-05
S2:k115_5606,1e-05
S2:k115_8021,1e-05
S2:k115_3522,1e-05
S2:k115_402,1e-05
S2:k115_3124,1e-05
S2:k115_1044,1e-05
S2:k115_4808,1e-05
S2:k115_6382,1e-05
S2:k115_404,1e-05
S2:k115_5619,1e-05
S2:k115_6049,1e-05
S2:k115_3128,1e-05
S2:k115_4372,1e-05
S2:k115_6053,1e-05
S2:k115_2359,1e-05
S2:k115_6754,1e-05
S2:k115_1070,1e-05
S2:k115_5195,1e-05
S2:k115_1418,1e-05
S2:k115_5649,1e-05
S2:k115_6768,1e-05
S2:k115_3150,1e-05
S2:k115_5201,1e-05
S2:k115_6065,1e-05
