,multi_output/samples/S2.bam_1_depth.txt_cov
S5:k115_2939_1,0.02895582436925484
S5:k115_2939_2,0.00900491591709034
S5:k115_4157_1,0.03635609199099389
S5:k115_4157_2,1e-05
S5:k115_1298_1,0.04839709677419355
S5:k115_1298_2,1e-05
S5:k115_6632_1,0.019081729957805906
S5:k115_6632_2,0.00861614242321971
S5:k115_6202_1,0.004610208669259224
S5:k115_6202_2,0.005369005975528787
S5:k115_1697_1,1e-05
S5:k115_1697_2,0.025289642058165546
S5:k115_459_1,0.03047153846153846
S5:k115_459_2,0.01877923076923077
S5:k115_2513_1,0.015111149206952227
S5:k115_2513_2,1e-05
S5:k115_4987_1,1e-05
S5:k115_4987_2,0.007311293900184842
S5:k115_8345_1,1e-05
S5:k115_8345_2,0.4308363695450325
S5:k115_2127_1,0.056410196174595396
S5:k115_2127_2,1e-05
S5:k115_4607_1,0.011311430337277061
S5:k115_4607_2,1e-05
S5:k115_5821_1,0.01932423611111111
S5:k115_5821_2,0.021710447029208803
S5:k115_8349_1,0.05845675740592474
S5:k115_8349_2,1e-05
S5:k115_7912_1,1e-05
S5:k115_7912_2,0.03689731682668015
S5:k115_1325_1,0.01077686442540101
S5:k115_1325_2,0.016048668570800836
S5:k115_5014_1,0.10593820028341994
S5:k115_5014_2,1e-05
S5:k115_7058_1,0.006839332979710913
S5:k115_7058_2,0.004386077443309906
S5:k115_3754_1,0.003360133412392529
S5:k115_3754_2,0.003093308627334717
S5:k115_9590_1,1e-05
S5:k115_9590_2,0.011615903872839662
S5:k115_888_1,0.008850486867392697
S5:k115_888_2,0.0051349199231262
S5:k115_2561_1,0.023096269744835966
S5:k115_2561_2,1e-05
S5:k115_7564_1,1e-05
S5:k115_7564_2,0.06416756630265211
S5:k115_6263_1,0.019356002396849856
S5:k115_6263_2,1e-05
S5:k115_5496_1,0.026521213426407248
S5:k115_5496_2,0.3824262768248311
S5:k115_7065_1,0.14833320504163855
S5:k115_7065_2,1e-05
S5:k115_8749_1,0.008341356736242884
S5:k115_8749_2,0.019637027187286903
S5:k115_505_1,0.00901163666121113
S5:k115_505_2,0.012119311078383243
S5:k115_6271_1,0.01298192642787996
S5:k115_6271_2,1e-05
S5:k115_223_1,0.048845888699602505
S5:k115_223_2,0.028962597218279873
S5:k115_4676_1,0.017586217858305307
S5:k115_4676_2,1e-05
S5:k115_7091_1,0.012654001123911211
S5:k115_7091_2,0.026140935656083168
S5:k115_7608_1,0.3058830784391013
S5:k115_7608_2,0.420979649191959
S5:k115_8440_1,0.014967264957264957
S5:k115_8440_2,0.6636852136752136
S5:k115_3786_1,0.0060418828091339935
S5:k115_3786_2,1e-05
S5:k115_919_1,1e-05
S5:k115_919_2,0.009092217973231358
S5:k115_5073_1,1e-05
S5:k115_5073_2,0.018971625282167042
S5:k115_9656_1,0.7170381359906213
S5:k115_9656_2,1.5481418681318682
S5:k115_6692_1,0.007135371568456023
S5:k115_6692_2,0.02121125896135688
S5:k115_5508_1,0.009013545437581637
S5:k115_5508_2,0.007240489340859262
S5:k115_3069_1,1e-05
S5:k115_3069_2,0.05862070911722142
S5:k115_8807_1,1e-05
S5:k115_8807_2,0.01590876703439325
S5:k115_8475_1,0.010266410256410256
S5:k115_8475_2,0.036548461538461544
S5:k115_583_1,1e-05
S5:k115_583_2,0.03722233882813775
S5:k115_4743_1,0.010770532555170527
S5:k115_4743_2,1e-05
S5:k115_1366_1,0.006404615061001262
S5:k115_1366_2,0.005016310475389146
S5:k115_588_1,0.021279524759056163
S5:k115_588_2,1e-05
S5:k115_6731_1,1e-05
S5:k115_6731_2,0.4888103982080637
S5:k115_7672_1,0.029375904365904367
S5:k115_7672_2,0.02443192777344765
S5:k115_3479_1,0.01259026963085358
S5:k115_3479_2,0.020738501689823507
S5:k115_7165_1,1e-05
S5:k115_7165_2,0.023218050934483467
S5:k115_3846_1,0.014995590778097981
S5:k115_3846_2,1e-05
S5:k115_1747_1,0.02141162265032887
S5:k115_1747_2,0.013164380341880342
S5:k115_7953_1,1e-05
S5:k115_7953_2,0.0066354912970241434
S5:k115_6343_1,0.009958415622697125
S5:k115_6343_2,0.007010736919675755
S5:k115_8501_1,1e-05
S5:k115_8501_2,0.028074992614475627
S5:k115_4771_1,0.007249699881532183
S5:k115_4771_2,0.014621030670001317
S5:k115_960_1,1e-05
S5:k115_960_2,0.008884467336486962
S5:k115_2268_1,1e-05
S5:k115_2268_2,0.02571093457943925
S5:k115_8505_1,1e-05
S5:k115_8505_2,0.00504604226325664
S5:k115_5992_1,0.019152808741317973
S5:k115_5992_2,1e-05
S5:k115_1777_1,0.006951230911614993
S5:k115_1777_2,0.020486631189264227
S5:k115_5172_1,0.016643466135458168
S5:k115_5172_2,1e-05
S5:k115_5587_1,0.018904932722588034
S5:k115_5587_2,0.032074128256513026
S5:k115_8515_1,1e-05
S5:k115_8515_2,0.05458156534226903
S5:k115_3485_1,0.012696762778505897
S5:k115_3485_2,1e-05
S5:k115_6359_1,0.012526469038208168
S5:k115_6359_2,1e-05
S5:k115_2566_1,0.0089902154628085
S5:k115_2566_2,0.004297429257417253
S5:k115_6753_1,0.008227256238100009
S5:k115_6753_2,0.016143881150415873
S5:k115_7245_1,0.023153683702989394
S5:k115_7245_2,1e-05
S5:k115_8534_1,1e-05
S5:k115_8534_2,0.00861446356547459
S5:k115_4807_1,0.012784262227216275
S5:k115_4807_2,0.004563518628030751
S5:k115_9693_1,0.029010417966112593
S5:k115_9693_2,0.004832685914542005
S5:k115_1399_1,1e-05
S5:k115_1399_2,0.00451269357562113
S5:k115_4372_1,0.009795322016974538
S5:k115_4372_2,1e-05
S5:k115_3924_1,0.04036087719298246
S5:k115_3924_2,1e-05
S5:k115_1407_1,1e-05
S5:k115_1407_2,0.06379189094547273
S5:k115_4399_1,0.15660461843846493
S5:k115_4399_2,0.7357841508601676
S5:k115_682_1,0.009334814367121394
S5:k115_682_2,0.008068481551833304
S5:k115_3150_1,0.020606205962059622
S5:k115_3150_2,1e-05
S5:k115_6065_1,0.02057921086675291
S5:k115_6065_2,0.005830721769499418
S5:k115_8929_1,0.00986941208690889
S5:k115_8929_2,0.0051586160812093764
S5:k115_2569_1,0.011036914031878755
S5:k115_2569_2,0.015216939799331104
S5:k115_4402_1,1e-05
S5:k115_4402_2,0.012943264355923434
S5:k115_8065_1,0.026137167630057804
S5:k115_8065_2,1e-05
S5:k115_2576_1,0.02527035896299579
S5:k115_2576_2,0.020838717039663196
S5:k115_9751_1,0.018145130797624778
S5:k115_9751_2,1e-05
S5:k115_7339_1,0.03676417661097852
S5:k115_7339_2,1e-05
S5:k115_7686_1,0.01238073377333851
S5:k115_7686_2,0.007951269897292909
S5:k115_1105_1,0.0248115873015873
S5:k115_1105_2,1e-05
S5:k115_6420_1,1e-05
S5:k115_6420_2,0.017996189176168298
S5:k115_9758_1,0.036638849270664506
S5:k115_9758_2,1e-05
S5:k115_6776_1,1e-05
S5:k115_6776_2,0.005059904942965779
S5:k115_7690_1,1e-05
S5:k115_7690_2,0.05326725154541132
S5:k115_3171_1,1e-05
S5:k115_3171_2,0.007948718662952646
S5:k115_6078_1,0.005126323969495124
S5:k115_6078_2,0.011206911196911196
S5:k115_2371_1,0.0036902712649381796
S5:k115_2371_2,0.00885919158086259
S5:k115_5675_1,0.00267402005850397
S5:k115_5675_2,0.0024127161138678506
S5:k115_4035_1,1e-05
S5:k115_4035_2,0.023525805705474172
S5:k115_3177_1,1e-05
S5:k115_3177_2,0.016534403589406874
S5:k115_1113_1,1e-05
S5:k115_1113_2,0.11653493679613881
S5:k115_6786_1,0.017211455507773733
S5:k115_6786_2,0.03737772486772487
S5:k115_9359_1,0.010791785125364677
S5:k115_9359_2,0.007979896201086611
S5:k115_5215_1,0.00810479839950754
S5:k115_5215_2,0.01235225915666359
S5:k115_8106_1,0.04067216650594664
S5:k115_8106_2,0.00836609834484975
S5:k115_8535_1,0.01230308902764
S5:k115_8535_2,0.01576507663580487
S5:k115_5702_1,0.007115697246542317
S5:k115_5702_2,0.06129663875142749
S5:k115_4418_1,0.012674165103189493
S5:k115_4418_2,0.007139232982083112
S5:k115_6443_1,0.005287230509428652
S5:k115_6443_2,1e-05
S5:k115_2389_1,1e-05
S5:k115_2389_2,0.007998787666433076
S5:k115_9775_1,0.23799476978163298
S5:k115_9775_2,0.1276448966212809
S5:k115_2637_1,1e-05
S5:k115_2637_2,1e-05
S5:k115_1132_1,0.034016272050176405
S5:k115_1132_2,1e-05
S5:k115_7738_1,0.0033532392273402673
S5:k115_7738_2,0.011277256856311521
S5:k115_1541_1,1e-05
S5:k115_1541_2,0.012244910277324633
S5:k115_7382_1,0.06974339027515099
S5:k115_7382_2,0.00910035446281496
S5:k115_8140_1,1e-05
S5:k115_8140_2,0.04681365296803653
S5:k115_3648_1,0.007992541779130535
S5:k115_3648_2,0.020310341688919518
S5:k115_2432_1,0.020374415862808144
S5:k115_2432_2,1e-05
S5:k115_6161_1,0.0030168489336822764
S5:k115_6161_2,0.005912333092042987
S5:k115_8144_1,0.12593215721190537
S5:k115_8144_2,1e-05
S5:k115_8943_1,0.018309774660173004
S5:k115_8943_2,0.10399153700775954
S5:k115_4442_1,1e-05
S5:k115_4442_2,0.006836756093179232
S5:k115_5716_1,0.01346655816787691
S5:k115_5716_2,0.0036661214644797646
S5:k115_4083_1,0.009099158482572693
S5:k115_4083_2,0.002243690210274975
S5:k115_2657_1,1e-05
S5:k115_2657_2,0.0052697449383961375
S5:k115_1191_1,0.03779558875219684
S5:k115_1191_2,1e-05
S5:k115_6474_1,0.006194724896435031
S5:k115_6474_2,0.009344889148191364
S5:k115_2437_1,0.02593943405162207
S5:k115_2437_2,0.06737916883731944
S5:k115_9807_1,1e-05
S5:k115_9807_2,0.005505044647237759
S5:k115_7434_1,1e-05
S5:k115_7434_2,0.025130772946859902
S5:k115_1999_1,0.04965850615114236
S5:k115_1999_2,1e-05
S5:k115_8149_1,0.005460770029416854
S5:k115_8149_2,1e-05
S5:k115_6178_1,0.034323725490196084
S5:k115_6178_2,0.017473235294117647
S5:k115_3216_1,1e-05
S5:k115_3216_2,0.011970844294891404
S5:k115_8949_1,1e-05
S5:k115_8949_2,0.005390683346785041
S5:k115_9380_1,0.006666564563264422
S5:k115_9380_2,0.009047530102551613
S5:k115_6844_1,1e-05
S5:k115_6844_2,0.006416258858211917
S5:k115_8633_1,1e-05
S5:k115_8633_2,0.040445835351089594
S5:k115_3220_1,1e-05
S5:k115_3220_2,0.018919899888765294
S5:k115_2441_1,0.012761275127512751
S5:k115_2441_2,0.017036702670267027
S5:k115_5340_1,1e-05
S5:k115_5340_2,0.0421237339055794
S5:k115_7765_1,1e-05
S5:k115_7765_2,0.0030733735401110474
S5:k115_6496_1,0.015112936213297333
S5:k115_6496_2,1e-05
S5:k115_5774_1,0.036929412465263996
S5:k115_5774_2,1e-05
S5:k115_3684_1,0.015448115812213498
S5:k115_3684_2,0.015606185257389747
S5:k115_8964_1,0.005564028045092108
S5:k115_8964_2,1e-05
S5:k115_2677_1,0.0064033598788626545
S5:k115_2677_2,0.010946010319107172
S5:k115_9407_1,1e-05
S5:k115_9407_2,0.013796060760786317
S5:k115_4090_1,0.013043586549955655
S5:k115_4090_2,0.013081643402483226
S5:k115_6515_1,1e-05
S5:k115_6515_2,0.013447849944008957
S5:k115_7788_1,0.007752335088262619
S5:k115_7788_2,0.053122418705481574
S5:k115_1226_1,0.006327557697925795
S5:k115_1226_2,0.0028217582618221652
S5:k115_9004_1,1e-05
S5:k115_9004_2,0.009158831890214016
S5:k115_2026_1,0.005970043865922853
S5:k115_2026_2,0.007638492419185658
S5:k115_9859_1,0.017053536955788054
S5:k115_9859_2,0.019244013834992406
S5:k115_9451_1,0.01036766305227383
S5:k115_9451_2,1e-05
S5:k115_6954_1,0.013784325298310243
S5:k115_6954_2,0.018188906062304798
S5:k115_8247_1,0.012349585389930898
S5:k115_8247_2,0.03924988153998026
S5:k115_1628_1,0.010001563851101972
S5:k115_1628_2,0.008709549205177549
S5:k115_9864_1,0.013369388879019364
S5:k115_9864_2,0.005339543435779001
S5:k115_3688_1,0.0074283976261127595
S5:k115_3688_2,0.0032542483828213093
S5:k115_9047_1,0.015734259387382855
S5:k115_9047_2,0.004664234409887103
S5:k115_9463_1,0.01353285824049174
S5:k115_9463_2,0.05209973570989552
S5:k115_8253_1,1e-05
S5:k115_8253_2,0.004512208630648998
S5:k115_9052_1,0.08046794243917951
S5:k115_9052_2,0.01813688821752266
S5:k115_6971_1,0.018068443690489218
S5:k115_6971_2,0.01303254322608886
S5:k115_9481_1,0.02739553701326487
S5:k115_9481_2,1e-05
S5:k115_9876_1,0.006464062262718299
S5:k115_9876_2,0.007159636191078772
S5:k115_9486_1,0.005772304921968787
S5:k115_9486_2,1e-05
S5:k115_9878_1,0.0281867955801105
S5:k115_9878_2,1e-05
S5:k115_2821_1,0.03161521208760743
S5:k115_2821_2,0.011927960088691795
S5:k115_9889_1,0.006518078994614003
S5:k115_9889_2,0.005619783462358353
S5:k115_9891_1,1e-05
S5:k115_9891_2,0.010096710316758096
S5:k115_2837_1,0.0063921713181771134
S5:k115_2837_2,0.015085723600234588
S1:k115_828_1,1e-05
S1:k115_828_2,1e-05
S1:k115_9501_1,1e-05
S1:k115_9501_2,1e-05
S1:k115_7445_1,1e-05
S1:k115_7445_2,1e-05
S1:k115_1250_1,1e-05
S1:k115_1250_2,1e-05
S1:k115_7861_1,1e-05
S1:k115_7861_2,1e-05
S1:k115_4957_1,1e-05
S1:k115_4957_2,1e-05
S1:k115_9509_1,1e-05
S1:k115_9509_2,1e-05
S1:k115_7447_1,1e-05
S1:k115_7447_2,1e-05
S1:k115_1663_1,1e-05
S1:k115_1663_2,1e-05
S1:k115_2916_1,1e-05
S1:k115_2916_2,1e-05
S1:k115_829_1,1e-05
S1:k115_829_2,1e-05
S1:k115_3739_1,1e-05
S1:k115_3739_2,1e-05
S1:k115_9510_1,1e-05
S1:k115_9510_2,1e-05
S1:k115_6620_1,1e-05
S1:k115_6620_2,1e-05
S1:k115_3318_1,1e-05
S1:k115_3318_2,1e-05
S1:k115_5431_1,1e-05
S1:k115_5431_2,1e-05
S1:k115_7868_1,1e-05
S1:k115_7868_2,1e-05
S1:k115_8308_1,1e-05
S1:k115_8308_2,1e-05
S1:k115_2939_1,1e-05
S1:k115_2939_2,1e-05
S1:k115_4157_1,1e-05
S1:k115_4157_2,1e-05
S1:k115_1695_1,1e-05
S1:k115_1695_2,1e-05
S1:k115_7043_1,1e-05
S1:k115_7043_2,1e-05
S1:k115_9525_1,1e-05
S1:k115_9525_2,1e-05
S1:k115_1298_1,1e-05
S1:k115_1298_2,1e-05
S1:k115_860_1,1e-05
S1:k115_860_2,1e-05
S1:k115_459_1,1e-05
S1:k115_459_2,1e-05
S1:k115_871_1,1e-05
S1:k115_871_2,1e-05
S1:k115_6636_1,1e-05
S1:k115_6636_2,1e-05
S1:k115_2123_1,1e-05
S1:k115_2123_2,1e-05
S1:k115_9154_1,1e-05
S1:k115_9154_2,1e-05
S1:k115_2974_1,1e-05
S1:k115_2974_2,1e-05
S1:k115_7903_1,1e-05
S1:k115_7903_2,1e-05
S1:k115_4607_1,1e-05
S1:k115_4607_2,1e-05
S1:k115_2979_1,1e-05
S1:k115_2979_2,1e-05
S1:k115_2988_1,1e-05
S1:k115_2988_2,1e-05
S1:k115_6672_1,1e-05
S1:k115_6672_2,1e-05
S1:k115_2152_1,1e-05
S1:k115_2152_2,1e-05
S1:k115_4187_1,1e-05
S1:k115_4187_2,1e-05
S1:k115_6251_1,1e-05
S1:k115_6251_2,1e-05
S1:k115_7560_1,1e-05
S1:k115_7560_2,1e-05
S1:k115_2160_1,1e-05
S1:k115_2160_2,1e-05
S1:k115_490_1,1e-05
S1:k115_490_2,1e-05
S1:k115_5023_1,1e-05
S1:k115_5023_2,1e-05
S1:k115_6683_1,1e-05
S1:k115_6683_2,1e-05
S1:k115_9212_1,1e-05
S1:k115_9212_2,1e-05
S1:k115_198_1,1e-05
S1:k115_198_2,1e-05
S1:k115_4654_1,1e-05
S1:k115_4654_2,1e-05
S1:k115_492_1,1e-05
S1:k115_492_2,1e-05
S1:k115_3438_1,1e-05
S1:k115_3438_2,1e-05
S1:k115_891_1,1e-05
S1:k115_891_2,1e-05
S1:k115_1334_1,1e-05
S1:k115_1334_2,1e-05
S1:k115_5035_1,1e-05
S1:k115_5035_2,1e-05
S1:k115_216_1,1e-05
S1:k115_216_2,1e-05
S1:k115_7070_1,1e-05
S1:k115_7070_2,1e-05
S1:k115_8755_1,1e-05
S1:k115_8755_2,1e-05
S1:k115_1735_1,1e-05
S1:k115_1735_2,1e-05
S1:k115_3039_1,1e-05
S1:k115_3039_2,1e-05
S1:k115_223_1,1e-05
S1:k115_223_2,1e-05
S1:k115_9261_1,1e-05
S1:k115_9261_2,1e-05
S1:k115_7927_1,1e-05
S1:k115_7927_2,1e-05
S1:k115_5882_1,1e-05
S1:k115_5882_2,1e-05
S1:k115_7091_1,1e-05
S1:k115_7091_2,1e-05
S1:k115_6285_1,1e-05
S1:k115_6285_2,1e-05
S1:k115_524_1,1e-05
S1:k115_524_2,1e-05
S1:k115_919_1,1e-05
S1:k115_919_2,1e-05
S1:k115_5885_1,1e-05
S1:k115_5885_2,1e-05
S1:k115_8441_1,1e-05
S1:k115_8441_2,1e-05
S1:k115_7096_1,1e-05
S1:k115_7096_2,1e-05
S1:k115_3058_1,1e-05
S1:k115_3058_2,1e-05
S1:k115_9279_1,1e-05
S1:k115_9279_2,1e-05
S1:k115_4257_1,1e-05
S1:k115_4257_2,1e-05
S1:k115_3801_1,1e-05
S1:k115_3801_2,1e-05
S1:k115_8802_1,1e-05
S1:k115_8802_2,1e-05
S1:k115_9284_1,1e-05
S1:k115_9284_2,1e-05
S1:k115_8463_1,1e-05
S1:k115_8463_2,1e-05
S1:k115_5908_1,1e-05
S1:k115_5908_2,1e-05
S1:k115_3069_1,1e-05
S1:k115_3069_2,1e-05
S1:k115_278_1,1e-05
S1:k115_278_2,1e-05
S1:k115_2232_1,1e-05
S1:k115_2232_2,1e-05
S1:k115_7134_1,1e-05
S1:k115_7134_2,1e-05
S1:k115_7942_1,1e-05
S1:k115_7942_2,1e-05
S1:k115_7661_1,1e-05
S1:k115_7661_2,1e-05
S1:k115_6715_1,1e-05
S1:k115_6715_2,1e-05
S1:k115_9680_1,1e-05
S1:k115_9680_2,1e-05
S1:k115_5940_1,1e-05
S1:k115_5940_2,1e-05
S1:k115_9298_1,1e-05
S1:k115_9298_2,1e-05
S1:k115_6719_1,1e-05
S1:k115_6719_2,1e-05
S1:k115_5129_1,1e-05
S1:k115_5129_2,1e-05
S1:k115_4294_1,1e-05
S1:k115_4294_2,1e-05
S1:k115_5545_1,1e-05
S1:k115_5545_2,1e-05
S1:k115_8494_1,1e-05
S1:k115_8494_2,1e-05
S1:k115_588_1,1e-05
S1:k115_588_2,1e-05
S1:k115_3080_1,1e-05
S1:k115_3080_2,1e-05
S1:k115_7165_1,1e-05
S1:k115_7165_2,1e-05
S1:k115_3846_1,1e-05
S1:k115_3846_2,1e-05
S1:k115_9691_1,1e-05
S1:k115_9691_2,1e-05
S1:k115_7953_1,1e-05
S1:k115_7953_2,1e-05
S1:k115_8501_1,1e-05
S1:k115_8501_2,1e-05
S1:k115_1392_1,1e-05
S1:k115_1392_2,1e-05
S1:k115_9303_1,1e-05
S1:k115_9303_2,1e-05
S1:k115_610_1,1e-05
S1:k115_610_2,1e-05
S1:k115_3856_1,1e-05
S1:k115_3856_2,1e-05
S1:k115_7201_1,1e-05
S1:k115_7201_2,1e-05
S1:k115_5563_1,1e-05
S1:k115_5563_2,1e-05
S1:k115_6356_1,1e-05
S1:k115_6356_2,1e-05
S1:k115_2268_1,1e-05
S1:k115_2268_2,1e-05
S1:k115_7966_1,1e-05
S1:k115_7966_2,1e-05
S1:k115_4335_1,1e-05
S1:k115_4335_2,1e-05
S1:k115_6744_1,1e-05
S1:k115_6744_2,1e-05
S1:k115_8505_1,1e-05
S1:k115_8505_2,1e-05
S1:k115_7219_1,1e-05
S1:k115_7219_2,1e-05
S1:k115_5587_1,1e-05
S1:k115_5587_2,1e-05
S1:k115_8515_1,1e-05
S1:k115_8515_2,1e-05
S1:k115_646_1,1e-05
S1:k115_646_2,1e-05
S1:k115_3120_1,1e-05
S1:k115_3120_2,1e-05
S1:k115_1779_1,1e-05
S1:k115_1779_2,1e-05
S1:k115_7220_1,1e-05
S1:k115_7220_2,1e-05
S1:k115_6004_1,1e-05
S1:k115_6004_2,1e-05
S1:k115_373_1,1e-05
S1:k115_373_2,1e-05
S1:k115_5591_1,1e-05
S1:k115_5591_2,1e-05
S1:k115_6360_1,1e-05
S1:k115_6360_2,1e-05
S1:k115_3121_1,1e-05
S1:k115_3121_2,1e-05
S1:k115_1790_1,1e-05
S1:k115_1790_2,1e-05
S1:k115_3897_1,1e-05
S1:k115_3897_2,1e-05
S1:k115_2568_1,1e-05
S1:k115_2568_2,1e-05
S1:k115_6362_1,1e-05
S1:k115_6362_2,1e-05
S1:k115_8014_1,1e-05
S1:k115_8014_2,1e-05
S1:k115_7245_1,1e-05
S1:k115_7245_2,1e-05
S1:k115_3122_1,1e-05
S1:k115_3122_2,1e-05
S1:k115_5606_1,1e-05
S1:k115_5606_2,1e-05
S1:k115_3522_1,1e-05
S1:k115_3522_2,1e-05
S1:k115_1044_1,1e-05
S1:k115_1044_2,1e-05
S1:k115_6053_1,1e-05
S1:k115_6053_2,1e-05
S1:k115_1807_1,1e-05
S1:k115_1807_2,1e-05
S1:k115_2359_1,1e-05
S1:k115_2359_2,1e-05
S1:k115_6754_1,1e-05
S1:k115_6754_2,1e-05
S1:k115_5195_1,1e-05
S1:k115_5195_2,1e-05
S1:k115_1418_1,1e-05
S1:k115_1418_2,1e-05
S1:k115_5649_1,1e-05
S1:k115_5649_2,1e-05
S1:k115_3571_1,1e-05
S1:k115_3571_2,1e-05
S1:k115_7287_1,1e-05
S1:k115_7287_2,1e-05
S1:k115_1076_1,1e-05
S1:k115_1076_2,1e-05
S1:k115_5203_1,1e-05
S1:k115_5203_2,1e-05
S1:k115_1819_1,1e-05
S1:k115_1819_2,1e-05
S1:k115_9743_1,1e-05
S1:k115_9743_2,1e-05
S1:k115_6395_1,1e-05
S1:k115_6395_2,1e-05
S1:k115_3959_1,1e-05
S1:k115_3959_2,1e-05
S1:k115_1821_1,1e-05
S1:k115_1821_2,1e-05
S1:k115_2576_1,1e-05
S1:k115_2576_2,1e-05
S1:k115_4893_1,1e-05
S1:k115_4893_2,1e-05
S1:k115_724_1,1e-05
S1:k115_724_2,1e-05
S1:k115_1091_1,1e-05
S1:k115_1091_2,1e-05
S1:k115_6076_1,1e-05
S1:k115_6076_2,1e-05
S1:k115_1467_1,1e-05
S1:k115_1467_2,1e-05
S1:k115_7339_1,1e-05
S1:k115_7339_2,1e-05
S1:k115_1845_1,1e-05
S1:k115_1845_2,1e-05
S1:k115_1105_1,1e-05
S1:k115_1105_2,1e-05
S1:k115_2591_1,1e-05
S1:k115_2591_2,1e-05
S1:k115_4907_1,1e-05
S1:k115_4907_2,1e-05
S1:k115_9758_1,1e-05
S1:k115_9758_2,1e-05
S1:k115_6776_1,1e-05
S1:k115_6776_2,1e-05
S1:k115_3637_1,1e-05
S1:k115_3637_2,1e-05
S1:k115_6078_1,1e-05
S1:k115_6078_2,1e-05
S1:k115_8074_1,1e-05
S1:k115_8074_2,1e-05
S1:k115_9768_1,1e-05
S1:k115_9768_2,1e-05
S1:k115_6777_1,1e-05
S1:k115_6777_2,1e-05
S1:k115_1502_1,1e-05
S1:k115_1502_2,1e-05
S1:k115_6440_1,1e-05
S1:k115_6440_2,1e-05
S1:k115_7727_1,1e-05
S1:k115_7727_2,1e-05
S1:k115_3177_1,1e-05
S1:k115_3177_2,1e-05
S1:k115_7380_1,1e-05
S1:k115_7380_2,1e-05
S1:k115_5690_1,1e-05
S1:k115_5690_2,1e-05
S1:k115_788_1,1e-05
S1:k115_788_2,1e-05
S1:k115_4909_1,1e-05
S1:k115_4909_2,1e-05
S1:k115_797_1,1e-05
S1:k115_797_2,1e-05
S1:k115_6134_1,1e-05
S1:k115_6134_2,1e-05
S1:k115_4924_1,1e-05
S1:k115_4924_2,1e-05
S1:k115_6443_1,1e-05
S1:k115_6443_2,1e-05
S1:k115_2637_1,1e-05
S1:k115_2637_2,1e-05
S1:k115_800_1,1e-05
S1:k115_800_2,1e-05
S1:k115_4939_1,1e-05
S1:k115_4939_2,1e-05
S1:k115_2639_1,1e-05
S1:k115_2639_2,1e-05
S1:k115_8140_1,1e-05
S1:k115_8140_2,1e-05
S1:k115_6465_1,1e-05
S1:k115_6465_2,1e-05
S1:k115_6815_1,1e-05
S1:k115_6815_2,1e-05
S1:k115_1134_1,1e-05
S1:k115_1134_2,1e-05
S1:k115_7403_1,1e-05
S1:k115_7403_2,1e-05
S1:k115_8561_1,1e-05
S1:k115_8561_2,1e-05
S1:k115_6823_1,1e-05
S1:k115_6823_2,1e-05
S1:k115_2432_1,1e-05
S1:k115_2432_2,1e-05
S1:k115_7407_1,1e-05
S1:k115_7407_2,1e-05
S1:k115_9805_1,1e-05
S1:k115_9805_2,1e-05
S1:k115_5259_1,1e-05
S1:k115_5259_2,1e-05
S1:k115_8567_1,1e-05
S1:k115_8567_2,1e-05
S1:k115_1551_1,1e-05
S1:k115_1551_2,1e-05
S1:k115_7743_1,1e-05
S1:k115_7743_2,1e-05
S1:k115_5264_1,1e-05
S1:k115_5264_2,1e-05
S1:k115_1565_1,1e-05
S1:k115_1565_2,1e-05
S1:k115_6174_1,1e-05
S1:k115_6174_2,1e-05
S1:k115_3668_1,1e-05
S1:k115_3668_2,1e-05
S1:k115_7429_1,1e-05
S1:k115_7429_2,1e-05
S1:k115_8582_1,1e-05
S1:k115_8582_2,1e-05
S1:k115_9807_1,1e-05
S1:k115_9807_2,1e-05
S1:k115_4464_1,1e-05
S1:k115_4464_2,1e-05
S1:k115_1589_1,1e-05
S1:k115_1589_2,1e-05
S1:k115_5726_1,1e-05
S1:k115_5726_2,1e-05
S1:k115_3219_1,1e-05
S1:k115_3219_2,1e-05
S1:k115_8633_1,1e-05
S1:k115_8633_2,1e-05
S1:k115_2024_1,1e-05
S1:k115_2024_2,1e-05
S1:k115_6190_1,1e-05
S1:k115_6190_2,1e-05
S1:k115_3220_1,1e-05
S1:k115_3220_2,1e-05
S1:k115_6194_1,1e-05
S1:k115_6194_2,1e-05
S1:k115_1609_1,1e-05
S1:k115_1609_2,1e-05
S1:k115_9844_1,1e-05
S1:k115_9844_2,1e-05
S1:k115_6872_1,1e-05
S1:k115_6872_2,1e-05
S1:k115_9397_1,1e-05
S1:k115_9397_2,1e-05
S1:k115_5774_1,1e-05
S1:k115_5774_2,1e-05
S1:k115_4512_1,1e-05
S1:k115_4512_2,1e-05
S1:k115_3687_1,1e-05
S1:k115_3687_2,1e-05
S1:k115_9407_1,1e-05
S1:k115_9407_2,1e-05
S1:k115_8181_1,1e-05
S1:k115_8181_2,1e-05
S1:k115_9858_1,1e-05
S1:k115_9858_2,1e-05
S1:k115_6518_1,1e-05
S1:k115_6518_2,1e-05
S1:k115_9412_1,1e-05
S1:k115_9412_2,1e-05
S1:k115_4120_1,1e-05
S1:k115_4120_2,1e-05
S1:k115_6531_1,1e-05
S1:k115_6531_2,1e-05
S1:k115_3286_1,1e-05
S1:k115_3286_2,1e-05
S1:k115_2697_1,1e-05
S1:k115_2697_2,1e-05
S1:k115_6924_1,1e-05
S1:k115_6924_2,1e-05
S1:k115_6929_1,1e-05
S1:k115_6929_2,1e-05
S1:k115_9433_1,1e-05
S1:k115_9433_2,1e-05
