,multi_sample_binning/S1.bam_cov,multi_sample_binning/S2.bam_cov,multi_sample_binning/S3.bam_cov,multi_sample_binning/S4.bam_cov,multi_sample_binning/S5.bam_cov
k115_7245_2,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07
k115_8534_1,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07
k115_8534_2,8.6144635654745e-05,8.6144635654745e-05,8.6144635654745e-05,8.6144635654745e-05,8.6144635654745e-05
k115_4807_1,0.000127842622272162,0.000127842622272162,0.000127842622272162,0.000127842622272162,0.000127842622272162
k115_4807_2,4.5635186280307e-05,4.5635186280307e-05,4.5635186280307e-05,4.5635186280307e-05,4.5635186280307e-05
k115_9693_1,0.00029010417966112497,0.00029010417966112497,0.00029010417966112497,0.00029010417966112497,0.00029010417966112497
k115_9693_2,4.832685914542e-05,4.832685914542e-05,4.832685914542e-05,4.832685914542e-05,4.832685914542e-05
k115_1399_1,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07
k115_1399_2,4.5126935756211004e-05,4.5126935756211004e-05,4.5126935756211004e-05,4.5126935756211004e-05,4.5126935756211004e-05
k115_4372_1,9.7953220169745e-05,9.7953220169745e-05,9.7953220169745e-05,9.7953220169745e-05,9.7953220169745e-05
k115_4372_2,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07
k115_3924_1,0.00040360877192982395,0.00040360877192982395,0.00040360877192982395,0.00040360877192982395,0.00040360877192982395
k115_3924_2,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07
k115_1407_1,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07
k115_1407_2,0.000637918909454727,0.000637918909454727,0.000637918909454727,0.000637918909454727,0.000637918909454727
k115_4399_1,0.001566046184384649,0.001566046184384649,0.001566046184384649,0.001566046184384649,0.001566046184384649
k115_4399_2,0.007357841508601676,0.007357841508601676,0.007357841508601676,0.007357841508601676,0.007357841508601676
k115_682_1,9.3348143671213e-05,9.3348143671213e-05,9.3348143671213e-05,9.3348143671213e-05,9.3348143671213e-05
k115_682_2,8.0684815518333e-05,8.0684815518333e-05,8.0684815518333e-05,8.0684815518333e-05,8.0684815518333e-05
k115_3150_1,0.00020606205962059602,0.00020606205962059602,0.00020606205962059602,0.00020606205962059602,0.00020606205962059602
k115_3150_2,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07
k115_6065_1,0.000205792108667529,0.000205792108667529,0.000205792108667529,0.000205792108667529,0.000205792108667529
k115_6065_2,5.8307217694994e-05,5.8307217694994e-05,5.8307217694994e-05,5.8307217694994e-05,5.8307217694994e-05
k115_8929_1,9.8694120869088e-05,9.8694120869088e-05,9.8694120869088e-05,9.8694120869088e-05,9.8694120869088e-05
k115_8929_2,5.1586160812093e-05,5.1586160812093e-05,5.1586160812093e-05,5.1586160812093e-05,5.1586160812093e-05
k115_2569_1,0.000110369140318787,0.000110369140318787,0.000110369140318787,0.000110369140318787,0.000110369140318787
k115_2569_2,0.000152169397993311,0.000152169397993311,0.000152169397993311,0.000152169397993311,0.000152169397993311
k115_4402_1,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07
k115_4402_2,0.000129432643559234,0.000129432643559234,0.000129432643559234,0.000129432643559234,0.000129432643559234
k115_8065_1,0.00026137167630057803,0.00026137167630057803,0.00026137167630057803,0.00026137167630057803,0.00026137167630057803
k115_8065_2,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07
k115_2576_1,0.000252703589629957,0.000252703589629957,0.000252703589629957,0.000252703589629957,0.000252703589629957
k115_2576_2,0.00020838717039663098,0.00020838717039663098,0.00020838717039663098,0.00020838717039663098,0.00020838717039663098
k115_9751_1,0.00018145130797624702,0.00018145130797624702,0.00018145130797624702,0.00018145130797624702,0.00018145130797624702
k115_9751_2,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07
k115_7339_1,0.00036764176610978497,0.00036764176610978497,0.00036764176610978497,0.00036764176610978497,0.00036764176610978497
k115_7339_2,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07
k115_7686_1,0.00012380733773338502,0.00012380733773338502,0.00012380733773338502,0.00012380733773338502,0.00012380733773338502
k115_7686_2,7.9512698972929e-05,7.9512698972929e-05,7.9512698972929e-05,7.9512698972929e-05,7.9512698972929e-05
k115_1105_1,0.000248115873015873,0.000248115873015873,0.000248115873015873,0.000248115873015873,0.000248115873015873
k115_1105_2,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07
k115_6420_1,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07
k115_6420_2,0.00017996189176168202,0.00017996189176168202,0.00017996189176168202,0.00017996189176168202,0.00017996189176168202
k115_9758_1,0.000366388492706645,0.000366388492706645,0.000366388492706645,0.000366388492706645,0.000366388492706645
k115_9758_2,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07
k115_6776_1,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07
k115_6776_2,5.0599049429657e-05,5.0599049429657e-05,5.0599049429657e-05,5.0599049429657e-05,5.0599049429657e-05
k115_7690_1,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07
k115_7690_2,0.000532672515454113,0.000532672515454113,0.000532672515454113,0.000532672515454113,0.000532672515454113
k115_3171_1,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07
k115_3171_2,7.9487186629526e-05,7.9487186629526e-05,7.9487186629526e-05,7.9487186629526e-05,7.9487186629526e-05
k115_6078_1,5.1263239694951e-05,5.1263239694951e-05,5.1263239694951e-05,5.1263239694951e-05,5.1263239694951e-05
k115_6078_2,0.000112069111969111,0.000112069111969111,0.000112069111969111,0.000112069111969111,0.000112069111969111
k115_2371_1,3.6902712649381e-05,3.6902712649381e-05,3.6902712649381e-05,3.6902712649381e-05,3.6902712649381e-05
k115_2371_2,8.8591915808625e-05,8.8591915808625e-05,8.8591915808625e-05,8.8591915808625e-05,8.8591915808625e-05
k115_5675_1,2.6740200585039e-05,2.6740200585039e-05,2.6740200585039e-05,2.6740200585039e-05,2.6740200585039e-05
k115_5675_2,2.4127161138677998e-05,2.4127161138677998e-05,2.4127161138677998e-05,2.4127161138677998e-05,2.4127161138677998e-05
k115_4035_1,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07
k115_4035_2,0.000235258057054741,0.000235258057054741,0.000235258057054741,0.000235258057054741,0.000235258057054741
k115_3177_1,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07
k115_3177_2,0.000165344035894068,0.000165344035894068,0.000165344035894068,0.000165344035894068,0.000165344035894068
k115_1113_1,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07,1.0000000000000001e-07
k115_1113_2,0.001165349367961388,0.001165349367961388,0.001165349367961388,0.001165349367961388,0.001165349367961388
